publisher,news,publisherURL,newsTitle,newsURL,groundTruth
https://nobias-project.eu/Publisher/Publisher1,https://nobias-project.eu/News/BuzzfeedNews125,http://100percentfedup.com,HILLARY ON DISABLED CHILDREN During Easter Egg Hunt: \'When are they going to get those f*g ree-tards out of here?\' * 100percentfedUp.com,http://100percentfedup.com/hillary-on-disabled-children-during-easter-egg-hunt-when-are-they-going-to-get-those-fg-ree-tards-out-of-here/,1
https://nobias-project.eu/Publisher/Publisher1,https://nobias-project.eu/News/BuzzfeedNews99,http://100percentfedup.com,WHOA! NEW DISTURBING VIDEO Shows HILLARY\'S Campaign Likely FAKED Her Audience At NC Rally * 100percentfedUp.com,http://100percentfedup.com/new-disturbing-video-shows-hillarys-campaign-likely-faked-audience-nc-rally/,1
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/BuzzfeedNews5,http://abcn.ws,"President Obama Vetoes 9/11 Victims Bill, Setting Up Showdown With Congress",http://abcn.ws/2dh2NFs,0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/BuzzfeedNews36,http://abcn.ws,Joe Biden Slams Donald Trump\'s Comment That Housing Crisis Was \'Good Business\',http://abcn.ws/2d3YEVr,0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/BuzzfeedNews14,http://abcn.ws,Anthony Weiner Under Federal Investigation for Alleged Sexting With a Minor,http://abcn.ws/2cVpv23,0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/BuzzfeedNews64,http://abcn.ws,"Terrorist Attacks Will Likely Affect 2016 Presidential Race, Experts Say",http://abcn.ws/2cDjJ92,0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/BuzzfeedNews2,http://abcn.ws,"Donald Trump: Drugs a \'Very, Very Big Factor\' in Charlotte Protests",http://abcn.ws/2d4lNn9,0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/BuzzfeedNews7,http://abcn.ws,10 Moments That Mattered From Hillary Clinton and Donald Trump\'s First Debate,http://abcn.ws/2d56mMD,0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/BuzzfeedNews8,http://abcn.ws,Young Girl\'s Emotional Council Speech Laments \'Shame\' of Fatal Charlotte Shooting,http://abcn.ws/2cTj7ap,0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/BuzzfeedNews39,http://abcn.ws,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcn.ws/2cQBD2w,0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/BuzzfeedNews81,http://abcn.ws,Details Emerge About NYC Bomb Suspect Ahmad Khan Rahami,http://abcn.ws/2cMLIxB,0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/PolitifactNews57,http://abcn.ws,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcn.ws/2cCz75G,0.0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/PolitifactNews120,http://abcn.ws,Donald Trump Jr. Compares Syrian Refugees to Skittles,http://abcn.ws/2cFVuaq,0.0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/PolitifactNews59,http://abcn.ws,"Texas, California Separatists Attend Kremlin-Funded Conference",http://abcn.ws/2d7uFbf,0.0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/PolitifactNews79,http://abcn.ws,How Congress Can Override President Obama\'s Veto of the 9/11 Bill,http://abcn.ws/2d7sJ2y,0.0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/PolitifactNews35,http://abcn.ws,"Donald Trump, Hillary Clinton Spar Over Taxes in First Presidential Debate",http://abcn.ws/2dnuLiI,0.0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/PolitifactNews9,http://abcn.ws,Anti-Trump Super PAC Launches Pre-Debate Video Featuring Hofstra Students,http://abcn.ws/2dgPtRo,0.0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/PolitifactNews101,http://abcn.ws,Airstrikes Bury Syrians in Aleppo - ABC News,http://abcn.ws/2d6AS7G,0.0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/PolitifactNews96,http://abcn.ws,"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcn.ws/2cLOLtg,0.0
https://nobias-project.eu/Publisher/Publisher2,https://nobias-project.eu/News/PolitifactNews45,http://abcn.ws,"Donald Trump Calls for Nationwide Stop-and-Frisk Policy, Then Rolls It Back",http://abcn.ws/2ddGVux,0.0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/BuzzfeedNews95,http://addictinginfo.org,Trump’s Latest Campaign Promise May Be His Most Horrible One Yet,http://addictinginfo.org/2016/09/19/trumps-latest-campaign-promise-may-be-his-most-horrible-one-yet/,1
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/BuzzfeedNews130,http://addictinginfo.org,Republicans Push Bill To Legalize Voter Intimidation To Help Trump In Pennsylvania,http://addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/,1
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/BuzzfeedNews165,http://addictinginfo.org,Networks Confirm They Will Not Be Fact-Checking Donald Trump In Any Way,http://addictinginfo.org/2016/09/26/networks-confirm-they-will-not-be-fact-checking-donald-trump-in-any-way/,1
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/BuzzfeedNews92,http://addictinginfo.org,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context,http://addictinginfo.org/2016/09/19/proof-the-mainstream-media-is-manipulating-the-election-by-taking-bill-clinton-out-of-context/,1
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/BuzzfeedNews72,http://addictinginfo.org,HuffPo Just Dropped The Mic On Internet Polls Saying Trump Crushed Hillary In Last Night’s Debate,http://addictinginfo.org/2016/09/27/huffpo-just-dropped-the-mic-on-internet-polls-saying-trump-crushed-hillary-in-last-nights-debate/,0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/BuzzfeedNews90,http://addictinginfo.org,Chelsea Handler Gets The Last Word After RNC Chair Attacks Hillary For Not Smiling (VIDEO),http://addictinginfo.org/2016/09/19/chelsea-handler-gets-the-last-word-after-rnc-chair-attacks-hillary-for-not-smiling-video/,0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/BuzzfeedNews49,http://addictinginfo.org,Inmate Dead From Alleged Mistreatment In Jail Run By Infamous Pro-Trump Sheriff,http://addictinginfo.org/2016/09/20/inmate-dead-from-alleged-mistreatment-in-jail-run-by-infamous-pro-trump-sheriff/,0
https://nobias-project.eu/Publisher/Publisher3,https://nobias-project.eu/News/BuzzfeedNews57,http://addictinginfo.org,How Trump Is Hiding From The Media Like A Total Coward,http://addictinginfo.org/2016/09/20/how-trump-is-hiding-from-the-media-like-a-total-coward/,0
