"NewsID","UserID","Num","Annotation","PublisherID","FactChecker","PubCred","naiveUserCred","NewPublisherID"
"PolitiFact_Fake_4","2","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2"
"PolitiFact_Fake_4","138","1","1","Publisher86","PolitiFact","1","0.5","PolitiFact_Fake_4_Publisher86_138"
"PolitiFact_Fake_4","294","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_294"
"PolitiFact_Fake_4","404","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_404"
"PolitiFact_Fake_4","411","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_411"
"PolitiFact_Fake_4","436","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_436"
"PolitiFact_Fake_4","500","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_500"
"PolitiFact_Fake_4","521","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_521"
"PolitiFact_Fake_4","643","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_643"
"PolitiFact_Fake_4","681","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_681"
"PolitiFact_Fake_4","762","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_762"
"PolitiFact_Fake_4","814","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_814"
"PolitiFact_Fake_4","882","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_882"
"PolitiFact_Fake_4","926","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_926"
"PolitiFact_Fake_4","1029","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1029"
"PolitiFact_Fake_4","1058","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1058"
"PolitiFact_Fake_4","1083","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1083"
"PolitiFact_Fake_4","1211","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1211"
"PolitiFact_Fake_4","1242","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1242"
"PolitiFact_Fake_4","1270","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1270"
"PolitiFact_Fake_4","1327","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1327"
"PolitiFact_Fake_4","1372","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1372"
"PolitiFact_Fake_4","1407","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1407"
"PolitiFact_Fake_4","1489","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1489"
"PolitiFact_Fake_4","1525","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1525"
"PolitiFact_Fake_4","1545","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1545"
"PolitiFact_Fake_4","1558","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1558"
"PolitiFact_Fake_4","1573","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1573"
"PolitiFact_Fake_4","1575","1","1","Publisher86","PolitiFact","1","0.5","PolitiFact_Fake_4_Publisher86_1575"
"PolitiFact_Fake_4","1652","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1652"
"PolitiFact_Fake_4","1653","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1653"
"PolitiFact_Fake_4","1662","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1662"
"PolitiFact_Fake_4","1676","2","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1676"
"PolitiFact_Fake_4","1700","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1700"
"PolitiFact_Fake_4","1735","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1735"
"PolitiFact_Fake_4","1759","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1759"
"PolitiFact_Fake_4","1768","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1768"
"PolitiFact_Fake_4","1786","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1786"
"PolitiFact_Fake_4","1787","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1787"
"PolitiFact_Fake_4","1909","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1909"
"PolitiFact_Fake_4","1967","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_1967"
"PolitiFact_Fake_4","2026","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2026"
"PolitiFact_Fake_4","2080","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2080"
"PolitiFact_Fake_4","2135","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2135"
"PolitiFact_Fake_4","2157","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2157"
"PolitiFact_Fake_4","2177","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2177"
"PolitiFact_Fake_4","2190","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2190"
"PolitiFact_Fake_4","2271","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2271"
"PolitiFact_Fake_4","2339","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2339"
"PolitiFact_Fake_4","2378","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2378"
"PolitiFact_Fake_4","2475","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2475"
"PolitiFact_Fake_4","2478","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2478"
"PolitiFact_Fake_4","2582","2","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2582"
"PolitiFact_Fake_4","2641","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2641"
"PolitiFact_Fake_4","2654","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2654"
"PolitiFact_Fake_4","2705","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2705"
"PolitiFact_Fake_4","2719","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2719"
"PolitiFact_Fake_4","2721","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2721"
"PolitiFact_Fake_4","2804","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2804"
"PolitiFact_Fake_4","2881","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2881"
"PolitiFact_Fake_4","2907","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_2907"
"PolitiFact_Fake_4","3043","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3043"
"PolitiFact_Fake_4","3102","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3102"
"PolitiFact_Fake_4","3104","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3104"
"PolitiFact_Fake_4","3225","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3225"
"PolitiFact_Fake_4","3237","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3237"
"PolitiFact_Fake_4","3258","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3258"
"PolitiFact_Fake_4","3265","2","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3265"
"PolitiFact_Fake_4","3276","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3276"
"PolitiFact_Fake_4","3279","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3279"
"PolitiFact_Fake_4","3417","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3417"
"PolitiFact_Fake_4","3443","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3443"
"PolitiFact_Fake_4","3475","1","1","Publisher86","PolitiFact","1","0.5","PolitiFact_Fake_4_Publisher86_3475"
"PolitiFact_Fake_4","3495","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3495"
"PolitiFact_Fake_4","3537","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3537"
"PolitiFact_Fake_4","3603","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3603"
"PolitiFact_Fake_4","3619","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3619"
"PolitiFact_Fake_4","3620","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3620"
"PolitiFact_Fake_4","3671","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3671"
"PolitiFact_Fake_4","3729","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3729"
"PolitiFact_Fake_4","3740","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3740"
"PolitiFact_Fake_4","3910","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3910"
"PolitiFact_Fake_4","3933","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3933"
"PolitiFact_Fake_4","3938","1","1","Publisher86","PolitiFact","1","0.666667","PolitiFact_Fake_4_Publisher86_3938"
"PolitiFact_Fake_4","3944","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3944"
"PolitiFact_Fake_4","3952","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3952"
"PolitiFact_Fake_4","3982","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3982"
"PolitiFact_Fake_4","3998","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_3998"
"PolitiFact_Fake_4","4023","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4023"
"PolitiFact_Fake_4","4055","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4055"
"PolitiFact_Fake_4","4087","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4087"
"PolitiFact_Fake_4","4158","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4158"
"PolitiFact_Fake_4","4183","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4183"
"PolitiFact_Fake_4","4282","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4282"
"PolitiFact_Fake_4","4325","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4325"
"PolitiFact_Fake_4","4383","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4383"
"PolitiFact_Fake_4","4454","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4454"
"PolitiFact_Fake_4","4461","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4461"
"PolitiFact_Fake_4","4462","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4462"
"PolitiFact_Fake_4","4470","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4470"
"PolitiFact_Fake_4","4485","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4485"
"PolitiFact_Fake_4","4501","1","1","Publisher86","PolitiFact","1","0.5","PolitiFact_Fake_4_Publisher86_4501"
"PolitiFact_Fake_4","4538","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4538"
"PolitiFact_Fake_4","4540","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4540"
"PolitiFact_Fake_4","4595","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4595"
"PolitiFact_Fake_4","4778","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4778"
"PolitiFact_Fake_4","4791","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4791"
"PolitiFact_Fake_4","4842","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4842"
"PolitiFact_Fake_4","4925","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4925"
"PolitiFact_Fake_4","4987","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_4987"
"PolitiFact_Fake_4","5046","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5046"
"PolitiFact_Fake_4","5048","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5048"
"PolitiFact_Fake_4","5061","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5061"
"PolitiFact_Fake_4","5116","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5116"
"PolitiFact_Fake_4","5199","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5199"
"PolitiFact_Fake_4","5242","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5242"
"PolitiFact_Fake_4","5326","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5326"
"PolitiFact_Fake_4","5335","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5335"
"PolitiFact_Fake_4","5436","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5436"
"PolitiFact_Fake_4","5500","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5500"
"PolitiFact_Fake_4","5546","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5546"
"PolitiFact_Fake_4","5556","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5556"
"PolitiFact_Fake_4","5592","1","1","Publisher86","PolitiFact","1","0.5","PolitiFact_Fake_4_Publisher86_5592"
"PolitiFact_Fake_4","5607","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5607"
"PolitiFact_Fake_4","5760","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5760"
"PolitiFact_Fake_4","5776","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5776"
"PolitiFact_Fake_4","5855","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5855"
"PolitiFact_Fake_4","5961","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5961"
"PolitiFact_Fake_4","5983","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_5983"
"PolitiFact_Fake_4","6059","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6059"
"PolitiFact_Fake_4","6096","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6096"
"PolitiFact_Fake_4","6098","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6098"
"PolitiFact_Fake_4","6170","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6170"
"PolitiFact_Fake_4","6264","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6264"
"PolitiFact_Fake_4","6292","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6292"
"PolitiFact_Fake_4","6311","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6311"
"PolitiFact_Fake_4","6366","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6366"
"PolitiFact_Fake_4","6430","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6430"
"PolitiFact_Fake_4","6498","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6498"
"PolitiFact_Fake_4","6547","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6547"
"PolitiFact_Fake_4","6584","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6584"
"PolitiFact_Fake_4","6610","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6610"
"PolitiFact_Fake_4","6784","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6784"
"PolitiFact_Fake_4","6808","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6808"
"PolitiFact_Fake_4","6841","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6841"
"PolitiFact_Fake_4","6920","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_6920"
"PolitiFact_Fake_4","6949","1","1","Publisher86","PolitiFact","1","0.666667","PolitiFact_Fake_4_Publisher86_6949"
"PolitiFact_Fake_4","7026","1","1","Publisher86","PolitiFact","1","1","PolitiFact_Fake_4_Publisher86_7026"
"PolitiFact_Fake_4","7071","2","1","Publisher86","PolitiFact","1","0.5","PolitiFact_Fake_4_Publisher86_7071"
