"NewsID","UserID","Num","Annotation","PublisherID","FactChecker","PubCred","naiveUserCred","NewPublisherID"
"BuzzFeed_Fake_36","2","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_2"
"BuzzFeed_Fake_36","35","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_35"
"BuzzFeed_Fake_36","194","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_194"
"BuzzFeed_Fake_36","223","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_223"
"BuzzFeed_Fake_36","266","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_266"
"BuzzFeed_Fake_36","282","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_282"
"BuzzFeed_Fake_36","321","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_321"
"BuzzFeed_Fake_36","359","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_359"
"BuzzFeed_Fake_36","378","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_378"
"BuzzFeed_Fake_36","400","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_400"
"BuzzFeed_Fake_36","528","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_528"
"BuzzFeed_Fake_36","560","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_560"
"BuzzFeed_Fake_36","604","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_604"
"BuzzFeed_Fake_36","804","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_804"
"BuzzFeed_Fake_36","872","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_872"
"BuzzFeed_Fake_36","938","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_938"
"BuzzFeed_Fake_36","959","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_959"
"BuzzFeed_Fake_36","1005","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1005"
"BuzzFeed_Fake_36","1021","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1021"
"BuzzFeed_Fake_36","1032","2","1","Publisher13","BuzzFeed","0","0.5","BuzzFeed_Fake_36_Publisher13_1032"
"BuzzFeed_Fake_36","1083","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1083"
"BuzzFeed_Fake_36","1121","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1121"
"BuzzFeed_Fake_36","1136","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1136"
"BuzzFeed_Fake_36","1150","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1150"
"BuzzFeed_Fake_36","1156","2","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1156"
"BuzzFeed_Fake_36","1187","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1187"
"BuzzFeed_Fake_36","1262","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1262"
"BuzzFeed_Fake_36","1266","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1266"
"BuzzFeed_Fake_36","1276","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1276"
"BuzzFeed_Fake_36","1333","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1333"
"BuzzFeed_Fake_36","1361","1","1","Publisher13","BuzzFeed","0","1","BuzzFeed_Fake_36_Publisher13_1361"
